Journey ID,Route Code,Date of Journey,Departure Time,Arrival Time,Actual Arrival Time,Delay Duration,Journey Status,Reason for Delay
EUS-BHM:20240117:1500,EUS-BHM,2024-01-17,2024-01-17 15:00:00,2024-01-17 16:20:00,,,Cancelled,Technical Issue
STP-BHM:20240117:1515,STP-BHM,2024-01-17,2024-01-17 15:15:00,2024-01-17 16:35:00,,,Cancelled,Weather Conditions
PAD-RDG:20240117:1530,PAD-RDG,2024-01-17,2024-01-17 15:30:00,2024-01-17 16:30:00,2024-01-17 16:30:00,0 days 00:00:00,On Time,
MAN-LIV:20240117:1545,MAN-LIV,2024-01-17,2024-01-17 15:45:00,2024-01-17 16:15:00,2024-01-17 16:15:00,0 days 00:00:00,On Time,
EUS-BHM:20240117:1545,EUS-BHM,2024-01-17,2024-01-17 15:45:00,2024-01-17 17:05:00,2024-01-17 17:05:00,0 days 00:00:00,On Time,
EUS-BHM:20240117:1600,EUS-BHM,2024-01-17,2024-01-17 16:00:00,2024-01-17 17:20:00,2024-01-17 17:20:00,0 days 00:00:00,On Time,
STP-BHM:20240117:1600,STP-BHM,2024-01-17,2024-01-17 16:00:00,2024-01-17 17:20:00,2024-01-17 17:20:00,0 days 00:00:00,On Time,
KGX-YRK:20240117:1600,KGX-YRK,2024-01-17,2024-01-17 16:00:00,2024-01-17 17:50:00,2024-01-17 17:50:00,0 days 00:00:00,On Time,
KGX-EDB:20240117:1600,KGX-EDB,2024-01-17,2024-01-17 16:00:00,2024-01-17 20:20:00,2024-01-17 20:20:00,0 days 00:00:00,On Time,
MAN-LIV:20240117:1615,MAN-LIV,2024-01-17,2024-01-17 16:15:00,2024-01-17 16:45:00,2024-01-17 16:45:00,0 days 00:00:00,On Time,
LIV-MAN:20240117:1615,LIV-MAN,2024-01-17,2024-01-17 16:15:00,2024-01-17 16:45:00,2024-01-17 16:45:00,0 days 00:00:00,On Time,
PAD-RDG:20240117:1615,PAD-RDG,2024-01-17,2024-01-17 16:15:00,2024-01-17 17:15:00,,,Cancelled,Staff Shortage
EUS-BHM:20240117:1615,EUS-BHM,2024-01-17,2024-01-17 16:15:00,2024-01-17 17:35:00,2024-01-17 17:35:00,0 days 00:00:00,On Time,
BHM-MAN:20240117:1615,BHM-MAN,2024-01-17,2024-01-17 16:15:00,2024-01-17 17:35:00,2024-01-17 17:35:00,0 days 00:00:00,On Time,
KGX-YRK:20240117:1615,KGX-YRK,2024-01-17,2024-01-17 16:15:00,2024-01-17 18:05:00,2024-01-17 18:05:00,0 days 00:00:00,On Time,
KGX-LIV:20240117:1615,KGX-LIV,2024-01-17,2024-01-17 16:15:00,2024-01-17 18:30:00,2024-01-17 18:30:00,0 days 00:00:00,On Time,
LIV-SHF:20240117:1630,LIV-SHF,2024-01-17,2024-01-17 16:30:00,2024-01-17 17:45:00,2024-01-17 17:45:00,0 days 00:00:00,On Time,
BHM-LIV:20240117:1630,BHM-LIV,2024-01-17,2024-01-17 16:30:00,2024-01-17 18:00:00,2024-01-17 18:00:00,0 days 00:00:00,On Time,
PAD-RDG:20240117:1700,PAD-RDG,2024-01-17,2024-01-17 17:00:00,2024-01-17 18:00:00,2024-01-17 18:00:00,0 days 00:00:00,On Time,
LIV-MAN:20240117:1715,LIV-MAN,2024-01-17,2024-01-17 17:15:00,2024-01-17 17:45:00,2024-01-17 17:45:00,0 days 00:00:00,On Time,
EUS-BHM:20240117:1715,EUS-BHM,2024-01-17,2024-01-17 17:15:00,2024-01-17 18:35:00,2024-01-17 18:35:00,0 days 00:00:00,On Time,
KGX-YRK:20240117:1715,KGX-YRK,2024-01-17,2024-01-17 17:15:00,2024-01-17 19:05:00,2024-01-17 19:05:00,0 days 00:00:00,On Time,
LIV-MAN:20240117:1730,LIV-MAN,2024-01-17,2024-01-17 17:30:00,2024-01-17 18:00:00,2024-01-17 18:00:00,0 days 00:00:00,On Time,
MAN-LIV:20240117:1745,MAN-LIV,2024-01-17,2024-01-17 17:45:00,2024-01-17 18:15:00,2024-01-17 19:25:00,0 days 01:10:00,Delayed,Weather Conditions
BHM-STA:20240117:1745,BHM-STA,2024-01-17,2024-01-17 17:45:00,2024-01-17 18:15:00,2024-01-17 18:15:00,0 days 00:00:00,On Time,
EUS-BHM:20240117:1745,EUS-BHM,2024-01-17,2024-01-17 17:45:00,2024-01-17 19:05:00,2024-01-17 19:05:00,0 days 00:00:00,On Time,
STP-BHM:20240117:1745,STP-BHM,2024-01-17,2024-01-17 17:45:00,2024-01-17 19:05:00,2024-01-17 19:05:00,0 days 00:00:00,On Time,
PAD-RDG:20240117:1800,PAD-RDG,2024-01-17,2024-01-17 18:00:00,2024-01-17 19:00:00,2024-01-17 19:00:00,0 days 00:00:00,On Time,
EUS-MAN:20240117:1800,EUS-MAN,2024-01-17,2024-01-17 18:00:00,2024-01-17 19:50:00,2024-01-17 19:50:00,0 days 00:00:00,On Time,
KGX-YRK:20240117:1815,KGX-YRK,2024-01-17,2024-01-17 18:15:00,2024-01-17 20:05:00,2024-01-17 20:05:00,0 days 00:00:00,On Time,
RDG-LIV:20240117:1815,RDG-LIV,2024-01-17,2024-01-17 18:15:00,2024-01-17 20:45:00,2024-01-17 20:45:00,0 days 00:00:00,On Time,
EUS-BHM:20240117:1830,EUS-BHM,2024-01-17,2024-01-17 18:30:00,2024-01-17 19:50:00,2024-01-17 19:50:00,0 days 00:00:00,On Time,
BHM-YRK:20240117:1830,BHM-YRK,2024-01-17,2024-01-17 18:30:00,2024-01-17 20:15:00,2024-01-17 20:15:00,0 days 00:00:00,On Time,
LIV-EUS:20240117:1830,LIV-EUS,2024-01-17,2024-01-17 18:30:00,2024-01-17 20:45:00,2024-01-17 20:45:00,0 days 00:00:00,On Time,
RDG-DID:20240117:1845,RDG-DID,2024-01-17,2024-01-17 18:45:00,2024-01-17 19:00:00,2024-01-17 19:00:00,0 days 00:00:00,On Time,
BHM-NUN:20240117:1845,BHM-NUN,2024-01-17,2024-01-17 18:45:00,2024-01-17 19:05:00,2024-01-17 19:05:00,0 days 00:00:00,On Time,
BHM-COV:20240117:1845,BHM-COV,2024-01-17,2024-01-17 18:45:00,2024-01-17 19:05:00,2024-01-17 19:05:00,0 days 00:00:00,On Time,
MAN-LIV:20240117:1845,MAN-LIV,2024-01-17,2024-01-17 18:45:00,2024-01-17 19:15:00,2024-01-17 19:15:00,0 days 00:00:00,On Time,
LIV-CRE:20240117:1845,LIV-CRE,2024-01-17,2024-01-17 18:45:00,2024-01-17 19:20:00,2024-01-17 19:20:00,0 days 00:00:00,On Time,
PAD-RDG:20240117:1845,PAD-RDG,2024-01-17,2024-01-17 18:45:00,2024-01-17 19:45:00,2024-01-17 19:45:00,0 days 00:00:00,On Time,
STP-LEI:20240117:1845,STP-LEI,2024-01-17,2024-01-17 18:45:00,2024-01-17 19:45:00,2024-01-17 19:45:00,0 days 00:00:00,On Time,
YRK-PBO:20240117:1845,YRK-PBO,2024-01-17,2024-01-17 18:45:00,2024-01-17 19:55:00,2024-01-17 19:55:00,0 days 00:00:00,On Time,
STP-BHM:20240117:1845,STP-BHM,2024-01-17,2024-01-17 18:45:00,2024-01-17 20:05:00,2024-01-17 20:05:00,0 days 00:00:00,On Time,
KGX-YRK:20240117:1845,KGX-YRK,2024-01-17,2024-01-17 18:45:00,2024-01-17 20:35:00,2024-01-17 20:35:00,0 days 00:00:00,On Time,
EUS-MAN:20240117:1845,EUS-MAN,2024-01-17,2024-01-17 18:45:00,2024-01-17 20:35:00,2024-01-17 20:35:00,0 days 00:00:00,On Time,
STP-BHM:20240117:1900,STP-BHM,2024-01-17,2024-01-17 19:00:00,2024-01-17 20:20:00,2024-01-17 20:20:00,0 days 00:00:00,On Time,
MAN-LIV:20240117:1915,MAN-LIV,2024-01-17,2024-01-17 19:15:00,2024-01-17 19:45:00,2024-01-17 19:45:00,0 days 00:00:00,On Time,
MAN-LIV:20240117:1930,MAN-LIV,2024-01-17,2024-01-17 19:30:00,2024-01-17 20:00:00,2024-01-17 20:00:00,0 days 00:00:00,On Time,
KGX-YRK:20240117:1930,KGX-YRK,2024-01-17,2024-01-17 19:30:00,2024-01-17 21:20:00,2024-01-17 21:20:00,0 days 00:00:00,On Time,
LIV-MAN:20240117:1945,LIV-MAN,2024-01-17,2024-01-17 19:45:00,2024-01-17 20:15:00,2024-01-17 20:15:00,0 days 00:00:00,On Time,
KGX-YRK:20240117:1945,KGX-YRK,2024-01-17,2024-01-17 19:45:00,2024-01-17 21:35:00,2024-01-17 21:35:00,0 days 00:00:00,On Time,
LIV-MAN:20240117:2000,LIV-MAN,2024-01-17,2024-01-17 20:00:00,2024-01-17 20:30:00,2024-01-17 20:30:00,0 days 00:00:00,On Time,
MAN-LIV:20240117:2000,MAN-LIV,2024-01-17,2024-01-17 20:00:00,2024-01-17 20:30:00,2024-01-17 20:30:00,0 days 00:00:00,On Time,
PAD-RDG:20240117:2000,PAD-RDG,2024-01-17,2024-01-17 20:00:00,2024-01-17 21:00:00,2024-01-17 21:00:00,0 days 00:00:00,On Time,
MAN-LIV:20240117:2015,MAN-LIV,2024-01-17,2024-01-17 20:15:00,2024-01-17 20:45:00,2024-01-17 20:45:00,0 days 00:00:00,On Time,
PAD-RDG:20240117:2015,PAD-RDG,2024-01-17,2024-01-17 20:15:00,2024-01-17 21:15:00,2024-01-17 21:15:00,0 days 00:00:00,On Time,
EUS-BHM:20240117:2015,EUS-BHM,2024-01-17,2024-01-17 20:15:00,2024-01-17 21:35:00,2024-01-17 21:35:00,0 days 00:00:00,On Time,
EUS-BHM:20240117:2030,EUS-BHM,2024-01-17,2024-01-17 20:30:00,2024-01-17 21:50:00,2024-01-17 21:50:00,0 days 00:00:00,On Time,
LIV-MAN:20240117:2130,LIV-MAN,2024-01-17,2024-01-17 21:30:00,2024-01-17 22:00:00,,,Cancelled,Weather Conditions
PAD-RDG:20240117:2130,PAD-RDG,2024-01-17,2024-01-17 21:30:00,2024-01-17 22:30:00,2024-01-17 22:30:00,0 days 00:00:00,On Time,
STP-BHM:20240117:2200,STP-BHM,2024-01-17,2024-01-17 22:00:00,2024-01-17 23:20:00,2024-01-17 23:20:00,0 days 00:00:00,On Time,
EUS-BHM:20240117:2200,EUS-BHM,2024-01-17,2024-01-17 22:00:00,2024-01-17 23:20:00,2024-01-17 23:20:00,0 days 00:00:00,On Time,
EUS-MAN:20240117:2215,EUS-MAN,2024-01-17,2024-01-17 22:15:00,2024-01-17 00:05:00,2024-01-17 00:05:00,0 days 00:00:00,On Time,
LIV-MAN:20240117:2230,LIV-MAN,2024-01-17,2024-01-17 22:30:00,2024-01-17 23:00:00,2024-01-17 23:00:00,0 days 00:00:00,On Time,
MAN-LDS:20240117:2230,MAN-LDS,2024-01-17,2024-01-17 22:30:00,2024-01-17 23:15:00,2024-01-17 23:15:00,0 days 00:00:00,On Time,
EUS-BHM:20240117:2245,EUS-BHM,2024-01-17,2024-01-17 22:45:00,2024-01-17 00:05:00,2024-01-17 00:05:00,0 days 00:00:00,On Time,
LIV-MAN:20240117:2345,LIV-MAN,2024-01-17,2024-01-17 23:45:00,2024-01-17 00:15:00,2024-01-17 00:15:00,0 days 00:00:00,On Time,
PAD-RDG:20240117:2345,PAD-RDG,2024-01-17,2024-01-17 23:45:00,2024-01-17 00:45:00,2024-01-17 00:45:00,0 days 00:00:00,On Time,
BHM-EUS:20240117:2345,BHM-EUS,2024-01-17,2024-01-17 23:45:00,2024-01-17 01:05:00,2024-01-17 01:05:00,0 days 00:00:00,On Time,
LIV-MAN:20240118:0000,LIV-MAN,2024-01-18,2024-01-18 00:00:00,2024-01-18 00:30:00,2024-01-18 00:30:00,0 days 00:00:00,On Time,
MAN-LIV:20240118:0000,MAN-LIV,2024-01-18,2024-01-18 00:00:00,2024-01-18 00:30:00,2024-01-18 00:30:00,0 days 00:00:00,On Time,
KGX-YRK:20240118:0030,KGX-YRK,2024-01-18,2024-01-18 00:30:00,2024-01-18 02:20:00,2024-01-18 02:20:00,0 days 00:00:00,On Time,
LIV-MAN:20240118:0045,LIV-MAN,2024-01-18,2024-01-18 00:45:00,2024-01-18 01:15:00,2024-01-18 01:15:00,0 days 00:00:00,On Time,
LIV-MAN:20240118:0130,LIV-MAN,2024-01-18,2024-01-18 01:30:00,2024-01-18 02:00:00,2024-01-18 02:00:00,0 days 00:00:00,On Time,
PAD-RDG:20240118:0130,PAD-RDG,2024-01-18,2024-01-18 01:30:00,2024-01-18 02:30:00,2024-01-18 02:30:00,0 days 00:00:00,On Time,
KGX-YRK:20240118:0145,KGX-YRK,2024-01-18,2024-01-18 01:45:00,2024-01-18 03:35:00,2024-01-18 03:35:00,0 days 00:00:00,On Time,
LIV-MAN:20240118:0200,LIV-MAN,2024-01-18,2024-01-18 02:00:00,2024-01-18 02:30:00,2024-01-18 02:30:00,0 days 00:00:00,On Time,
MAN-NOT:20240118:0200,MAN-NOT,2024-01-18,2024-01-18 02:00:00,2024-01-18 03:00:00,2024-01-18 03:00:00,0 days 00:00:00,On Time,
STP-BHM:20240118:0200,STP-BHM,2024-01-18,2024-01-18 02:00:00,2024-01-18 03:20:00,2024-01-18 03:20:00,0 days 00:00:00,On Time,
PAD-RDG:20240118:0215,PAD-RDG,2024-01-18,2024-01-18 02:15:00,2024-01-18 03:15:00,2024-01-18 03:15:00,0 days 00:00:00,On Time,
EUS-BHM:20240118:0215,EUS-BHM,2024-01-18,2024-01-18 02:15:00,2024-01-18 03:35:00,2024-01-18 03:35:00,0 days 00:00:00,On Time,
LIV-MAN:20240118:0230,LIV-MAN,2024-01-18,2024-01-18 02:30:00,2024-01-18 03:00:00,2024-01-18 03:00:00,0 days 00:00:00,On Time,
EUS-BHM:20240118:0230,EUS-BHM,2024-01-18,2024-01-18 02:30:00,2024-01-18 03:50:00,2024-01-18 03:50:00,0 days 00:00:00,On Time,
KGX-YRK:20240118:0245,KGX-YRK,2024-01-18,2024-01-18 02:45:00,2024-01-18 04:35:00,2024-01-18 04:35:00,0 days 00:00:00,On Time,
MAN-LIV:20240118:0330,MAN-LIV,2024-01-18,2024-01-18 03:30:00,2024-01-18 04:00:00,2024-01-18 04:00:00,0 days 00:00:00,On Time,
LIV-MAN:20240118:0330,LIV-MAN,2024-01-18,2024-01-18 03:30:00,2024-01-18 04:00:00,,,Cancelled,Staff Shortage
BHM-RDG:20240118:0330,BHM-RDG,2024-01-18,2024-01-18 03:30:00,2024-01-18 05:00:00,2024-01-18 05:00:00,0 days 00:00:00,On Time,
MAN-EUS:20240118:0330,MAN-EUS,2024-01-18,2024-01-18 03:30:00,2024-01-18 05:20:00,2024-01-18 05:55:00,0 days 00:35:00,Delayed,Weather Conditions
KGX-YRK:20240118:0345,KGX-YRK,2024-01-18,2024-01-18 03:45:00,2024-01-18 05:35:00,2024-01-18 05:35:00,0 days 00:00:00,On Time,
KGX-YRK:20240118:0400,KGX-YRK,2024-01-18,2024-01-18 04:00:00,2024-01-18 05:50:00,2024-01-18 05:50:00,0 days 00:00:00,On Time,
LIV-MAN:20240118:0415,LIV-MAN,2024-01-18,2024-01-18 04:15:00,2024-01-18 04:45:00,,,Cancelled,Weather Conditions
MAN-LIV:20240118:0415,MAN-LIV,2024-01-18,2024-01-18 04:15:00,2024-01-18 04:45:00,2024-01-18 04:45:00,0 days 00:00:00,On Time,
PAD-RDG:20240118:0415,PAD-RDG,2024-01-18,2024-01-18 04:15:00,2024-01-18 05:15:00,2024-01-18 05:19:00,0 days 00:04:00,Delayed,Staff Shortage
STP-BHM:20240118:0415,STP-BHM,2024-01-18,2024-01-18 04:15:00,2024-01-18 05:35:00,2024-01-18 05:35:00,0 days 00:00:00,On Time,
EUS-BHM:20240118:0415,EUS-BHM,2024-01-18,2024-01-18 04:15:00,2024-01-18 05:35:00,2024-01-18 05:35:00,0 days 00:00:00,On Time,
PAD-RDG:20240118:0430,PAD-RDG,2024-01-18,2024-01-18 04:30:00,2024-01-18 05:30:00,2024-01-18 05:30:00,0 days 00:00:00,On Time,
KGX-YRK:20240118:0430,KGX-YRK,2024-01-18,2024-01-18 04:30:00,2024-01-18 06:20:00,2024-01-18 06:20:00,0 days 00:00:00,On Time,
KGX-YRK:20240118:0445,KGX-YRK,2024-01-18,2024-01-18 04:45:00,2024-01-18 06:35:00,2024-01-18 06:35:00,0 days 00:00:00,On Time,
LIV-MAN:20240118:0500,LIV-MAN,2024-01-18,2024-01-18 05:00:00,2024-01-18 05:30:00,2024-01-18 05:30:00,0 days 00:00:00,On Time,
KGX-YRK:20240118:0500,KGX-YRK,2024-01-18,2024-01-18 05:00:00,2024-01-18 06:50:00,2024-01-18 06:50:00,0 days 00:00:00,On Time,
EUS-BHM:20240118:0515,EUS-BHM,2024-01-18,2024-01-18 05:15:00,2024-01-18 06:35:00,2024-01-18 06:35:00,0 days 00:00:00,On Time,
EUS-MAN:20240118:0530,EUS-MAN,2024-01-18,2024-01-18 05:30:00,2024-01-18 07:20:00,2024-01-18 07:20:00,0 days 00:00:00,On Time,
LIV-MAN:20240118:0615,LIV-MAN,2024-01-18,2024-01-18 06:15:00,2024-01-18 06:45:00,2024-01-18 06:45:00,0 days 00:00:00,On Time,
MAN-LIV:20240118:0615,MAN-LIV,2024-01-18,2024-01-18 06:15:00,2024-01-18 06:45:00,2024-01-18 06:45:00,0 days 00:00:00,On Time,
PAD-RDG:20240118:0615,PAD-RDG,2024-01-18,2024-01-18 06:15:00,2024-01-18 07:15:00,2024-01-18 07:15:00,0 days 00:00:00,On Time,
YRK-PBO:20240118:0615,YRK-PBO,2024-01-18,2024-01-18 06:15:00,2024-01-18 07:25:00,2024-01-18 07:25:00,0 days 00:00:00,On Time,
KGX-YRK:20240118:0615,KGX-YRK,2024-01-18,2024-01-18 06:15:00,2024-01-18 08:05:00,2024-01-18 08:05:00,0 days 00:00:00,On Time,
YRK-DON:20240118:0630,YRK-DON,2024-01-18,2024-01-18 06:30:00,2024-01-18 07:00:00,2024-01-18 08:21:00,0 days 01:21:00,Delayed,Signal Failure
MAN-LIV:20240118:0630,MAN-LIV,2024-01-18,2024-01-18 06:30:00,2024-01-18 07:00:00,2024-01-18 07:00:00,0 days 00:00:00,On Time,
BHM-STA:20240118:0630,BHM-STA,2024-01-18,2024-01-18 06:30:00,2024-01-18 07:00:00,2024-01-18 07:00:00,0 days 00:00:00,On Time,
EUS-BHM:20240118:0630,EUS-BHM,2024-01-18,2024-01-18 06:30:00,2024-01-18 07:50:00,,,Cancelled,Staff Shortage
BHM-STP:20240118:0630,BHM-STP,2024-01-18,2024-01-18 06:30:00,2024-01-18 07:50:00,2024-01-18 07:50:00,0 days 00:00:00,On Time,
BHM-KGX:20240118:0630,BHM-KGX,2024-01-18,2024-01-18 06:30:00,2024-01-18 08:00:00,2024-01-18 08:00:00,0 days 00:00:00,On Time,
STP-WVH:20240118:0630,STP-WVH,2024-01-18,2024-01-18 06:30:00,2024-01-18 08:00:00,2024-01-18 08:00:00,0 days 00:00:00,On Time,
EUS-MAN:20240118:0630,EUS-MAN,2024-01-18,2024-01-18 06:30:00,2024-01-18 08:20:00,2024-01-18 08:20:00,0 days 00:00:00,On Time,
LIV-MAN:20240118:0645,LIV-MAN,2024-01-18,2024-01-18 06:45:00,2024-01-18 07:15:00,2024-01-18 07:15:00,0 days 00:00:00,On Time,
STP-BHM:20240118:0645,STP-BHM,2024-01-18,2024-01-18 06:45:00,2024-01-18 08:05:00,2024-01-18 08:05:00,0 days 00:00:00,On Time,
PAD-RDG:20240118:0700,PAD-RDG,2024-01-18,2024-01-18 07:00:00,2024-01-18 08:00:00,2024-01-18 08:00:00,0 days 00:00:00,On Time,
OXF-BRI:20240118:0700,OXF-BRI,2024-01-18,2024-01-18 07:00:00,2024-01-18 08:15:00,2024-01-18 08:15:00,0 days 00:00:00,On Time,
BHM-STP:20240118:0700,BHM-STP,2024-01-18,2024-01-18 07:00:00,2024-01-18 08:20:00,2024-01-18 08:20:00,0 days 00:00:00,On Time,
LIV-MAN:20240118:0715,LIV-MAN,2024-01-18,2024-01-18 07:15:00,2024-01-18 07:45:00,2024-01-18 07:45:00,0 days 00:00:00,On Time,
LIV-MAN:20240118:0730,LIV-MAN,2024-01-18,2024-01-18 07:30:00,2024-01-18 08:00:00,2024-01-18 08:00:00,0 days 00:00:00,On Time,
RDG-SWI:20240118:0730,RDG-SWI,2024-01-18,2024-01-18 07:30:00,2024-01-18 08:15:00,2024-01-18 08:15:00,0 days 00:00:00,On Time,
YRK-PBO:20240118:0730,YRK-PBO,2024-01-18,2024-01-18 07:30:00,2024-01-18 08:40:00,2024-01-18 08:40:00,0 days 00:00:00,On Time,
KGX-YRK:20240118:0730,KGX-YRK,2024-01-18,2024-01-18 07:30:00,2024-01-18 09:20:00,2024-01-18 09:20:00,0 days 00:00:00,On Time,
MAN-LIV:20240118:0745,MAN-LIV,2024-01-18,2024-01-18 07:45:00,2024-01-18 08:15:00,,,Cancelled,Staff Shortage
PAD-RDG:20240118:0745,PAD-RDG,2024-01-18,2024-01-18 07:45:00,2024-01-18 08:45:00,,,Cancelled,Traffic
PAD-OXF:20240118:0745,PAD-OXF,2024-01-18,2024-01-18 07:45:00,2024-01-18 09:15:00,,,Cancelled,Weather Conditions
KGX-YRK:20240118:0745,KGX-YRK,2024-01-18,2024-01-18 07:45:00,2024-01-18 09:35:00,2024-01-18 09:35:00,0 days 00:00:00,On Time,
RDG-OXF:20240118:0800,RDG-OXF,2024-01-18,2024-01-18 08:00:00,2024-01-18 08:25:00,,,Cancelled,Signal Failure
EUS-BHM:20240118:0800,EUS-BHM,2024-01-18,2024-01-18 08:00:00,2024-01-18 09:20:00,2024-01-18 09:20:00,0 days 00:00:00,On Time,
KGX-YRK:20240118:0800,KGX-YRK,2024-01-18,2024-01-18 08:00:00,2024-01-18 09:50:00,2024-01-18 09:50:00,0 days 00:00:00,On Time,
LIV-EUS:20240118:0800,LIV-EUS,2024-01-18,2024-01-18 08:00:00,2024-01-18 10:15:00,2024-01-18 11:11:00,0 days 00:56:00,Delayed,Weather Conditions
MAN-LDS:20240118:0815,MAN-LDS,2024-01-18,2024-01-18 08:15:00,2024-01-18 09:00:00,2024-01-18 09:00:00,0 days 00:00:00,On Time,
EUS-BHM:20240118:0815,EUS-BHM,2024-01-18,2024-01-18 08:15:00,2024-01-18 09:35:00,2024-01-18 09:54:00,0 days 00:19:00,Delayed,Signal Failure
KGX-LIV:20240118:0815,KGX-LIV,2024-01-18,2024-01-18 08:15:00,2024-01-18 10:30:00,2024-01-18 10:30:00,0 days 00:00:00,On Time,
EUS-BHM:20240118:0830,EUS-BHM,2024-01-18,2024-01-18 08:30:00,2024-01-18 09:50:00,2024-01-18 09:50:00,0 days 00:00:00,On Time,
LIV-STP:20240118:0830,LIV-STP,2024-01-18,2024-01-18 08:30:00,2024-01-18 11:00:00,2024-01-18 11:00:00,0 days 00:00:00,On Time,
LIV-MAN:20240118:0845,LIV-MAN,2024-01-18,2024-01-18 08:45:00,2024-01-18 09:15:00,2024-01-18 09:15:00,0 days 00:00:00,On Time,
PAD-RDG:20240118:0845,PAD-RDG,2024-01-18,2024-01-18 08:45:00,2024-01-18 09:45:00,,,Cancelled,Weather Conditions
STP-BHM:20240118:0845,STP-BHM,2024-01-18,2024-01-18 08:45:00,2024-01-18 10:05:00,,,Cancelled,Traffic
EUS-BHM:20240118:0845,EUS-BHM,2024-01-18,2024-01-18 08:45:00,2024-01-18 10:05:00,2024-01-18 10:05:00,0 days 00:00:00,On Time,
LIV-MAN:20240118:0900,LIV-MAN,2024-01-18,2024-01-18 09:00:00,2024-01-18 09:30:00,2024-01-18 09:30:00,0 days 00:00:00,On Time,
MAN-NOT:20240118:0900,MAN-NOT,2024-01-18,2024-01-18 09:00:00,2024-01-18 10:00:00,2024-01-18 10:53:00,0 days 00:53:00,Delayed,Signal Failure
PAD-RDG:20240118:0900,PAD-RDG,2024-01-18,2024-01-18 09:00:00,2024-01-18 10:00:00,,,Cancelled,Signal Failure
EUS-BHM:20240118:0900,EUS-BHM,2024-01-18,2024-01-18 09:00:00,2024-01-18 10:20:00,2024-01-18 10:20:00,0 days 00:00:00,On Time,
STP-BHM:20240118:0900,STP-BHM,2024-01-18,2024-01-18 09:00:00,2024-01-18 10:20:00,2024-01-18 10:20:00,0 days 00:00:00,On Time,
LIV-MAN:20240118:0915,LIV-MAN,2024-01-18,2024-01-18 09:15:00,2024-01-18 09:45:00,2024-01-18 09:45:00,0 days 00:00:00,On Time,
PAD-RDG:20240118:0915,PAD-RDG,2024-01-18,2024-01-18 09:15:00,2024-01-18 10:15:00,2024-01-18 10:15:00,0 days 00:00:00,On Time,
KGX-YRK:20240118:0930,KGX-YRK,2024-01-18,2024-01-18 09:30:00,2024-01-18 11:20:00,2024-01-18 11:20:00,0 days 00:00:00,On Time,
EUS-BHM:20240118:0945,EUS-BHM,2024-01-18,2024-01-18 09:45:00,2024-01-18 11:05:00,2024-01-18 11:05:00,0 days 00:00:00,On Time,
KGX-YRK:20240118:0945,KGX-YRK,2024-01-18,2024-01-18 09:45:00,2024-01-18 11:35:00,2024-01-18 11:35:00,0 days 00:00:00,On Time,
MAN-LIV:20240118:1000,MAN-LIV,2024-01-18,2024-01-18 10:00:00,2024-01-18 10:30:00,2024-01-18 10:30:00,0 days 00:00:00,On Time,
MAN-LIV:20240118:1030,MAN-LIV,2024-01-18,2024-01-18 10:30:00,2024-01-18 11:00:00,2024-01-18 11:00:00,0 days 00:00:00,On Time,
EUS-BHM:20240118:1030,EUS-BHM,2024-01-18,2024-01-18 10:30:00,2024-01-18 11:50:00,2024-01-18 11:50:00,0 days 00:00:00,On Time,
LIV-MAN:20240118:1045,LIV-MAN,2024-01-18,2024-01-18 10:45:00,2024-01-18 11:15:00,2024-01-18 11:15:00,0 days 00:00:00,On Time,
MAN-LIV:20240118:1100,MAN-LIV,2024-01-18,2024-01-18 11:00:00,2024-01-18 11:30:00,2024-01-18 14:10:00,0 days 02:40:00,Delayed,Staff Shortage
STP-BHM:20240118:1100,STP-BHM,2024-01-18,2024-01-18 11:00:00,2024-01-18 12:20:00,2024-01-18 12:20:00,0 days 00:00:00,On Time,
BHM-LIV:20240118:1100,BHM-LIV,2024-01-18,2024-01-18 11:00:00,2024-01-18 12:30:00,,,Cancelled,Signal Failure
PAD-LIV:20240118:1100,PAD-LIV,2024-01-18,2024-01-18 11:00:00,2024-01-18 13:30:00,2024-01-18 13:30:00,0 days 00:00:00,On Time,
LIV-MAN:20240118:1115,LIV-MAN,2024-01-18,2024-01-18 11:15:00,2024-01-18 11:45:00,2024-01-18 11:46:00,0 days 00:01:00,Delayed,Technical Issue
STP-BHM:20240118:1115,STP-BHM,2024-01-18,2024-01-18 11:15:00,2024-01-18 12:35:00,2024-01-18 12:35:00,0 days 00:00:00,On Time,
STP-BHM:20240118:1145,STP-BHM,2024-01-18,2024-01-18 11:45:00,2024-01-18 13:05:00,2024-01-18 13:05:00,0 days 00:00:00,On Time,
KGX-YRK:20240118:1145,KGX-YRK,2024-01-18,2024-01-18 11:45:00,2024-01-18 13:35:00,2024-01-18 13:35:00,0 days 00:00:00,On Time,
STP-BHM:20240118:1215,STP-BHM,2024-01-18,2024-01-18 12:15:00,2024-01-18 13:35:00,2024-01-18 13:35:00,0 days 00:00:00,On Time,
EUS-BHM:20240118:1230,EUS-BHM,2024-01-18,2024-01-18 12:30:00,2024-01-18 13:50:00,2024-01-18 13:50:00,0 days 00:00:00,On Time,
PAD-RDG:20240118:1245,PAD-RDG,2024-01-18,2024-01-18 12:45:00,2024-01-18 13:45:00,2024-01-18 13:45:00,0 days 00:00:00,On Time,
STP-BHM:20240118:1245,STP-BHM,2024-01-18,2024-01-18 12:45:00,2024-01-18 14:05:00,2024-01-18 14:05:00,0 days 00:00:00,On Time,
